ID or #		Start	End
1430		4009099	4009998
1431		4015356	4016783
1432		4016878	4017633
1433		4017647	4018252
1434		4018249	4019889
1435		4019968	4020237
1436		4020759	4021535
1437		4021577	4022359
1438		4030515	4031129
1439		4032631	4033176
1440		3974301	3975551
1441		1715375	1716031
1442		1716090	1716419
1443		1103670	1104125
1444		1568669	1570069
1445		4255765	4257144
1446		4261271	4262254
1447		1152523	1153332
1448		1153335	1154357
1449		3655018	3655590
1450		3407092	3407973
1451		3409675	3410559
1452		3329792	3330757
1453		1154985	1155989
1454		4336277	4338544
1455		219591	219995
1456		218887	219594
1457		220113	220928
1458		1923132	1923362
1459		3323023	3324957
1460		3325057	3325686
1461		1553850	1553987
1462		2621066	2623132
1463		9306	9893
1464		9928	10494
1465		11382	11786
1466		3359198	3359962
1467		3360134	3360808
1468		1234932	1236464
1469		4112592	4113602
1470		4111749	4112495
1471		3616611	3617012
1472		3621422	3621805
1473		728357	728563
1474		732999	733325
1475		734873	735442
1479		2288522	2289169
1480		1348275	1349063
1481		4120403	4121362
1482		1886085	1887770
1483		1739437	1740585
1484		2373022	2373984
1485		1258014	1258292
1486		3865032	3865445
1487		3864492	3864920
1488		3862635	3864296
1489		1125380	1126027
1490		2710049	2710786
1491		191855	192580
1492		1066335	1066931
1493		3929339	3931207
1494		518363	518989
1495		4195739	4196803
1496		3656389	3656916
1497		1139256	1140209
1498		117752	118645
1499		1726371	1727018
1500		1727111	1731727
1501		1185067	1186293
1502		2833195	2835447
1503		2835600	2836127
1504		3320755	3322092
1505		2796113	2796517
1506		6529	7959
1507		8238	9191
1508		35377	36162
1509		36271	37824
1510		37898	39115
1511		39244	40386
1512		40417	41931
1513		42403	43173
1514		43188	44129
1515		44180	45466
1516		45463	45750
1517		45807	47138
1518		47246	47776
1519		54755	57109
1520		57364	58179
1521		71351	72115
1522		72229	72927
1523		72911	74521
1524		74497	75480
1525		78848	79453
1526		79464	80864
1527		80867	81958
1528		3534834	3535310
1529		831691	832173
1530		834471	835433
1531		835574	836659
1532		533140	534921
1533		534934	535710
1534		4192227	4194122
1535		4191592	4192227
1536		4190844	4191599
1537		4189888	4190658
1538		4188758	4189891
1539		660860	661501
1540		661602	661865
1541		659648	660601
1542		816267	817256
1543		817278	817790
1544		818271	818516
1545		818518	818970
1546		1618013	1618231
1547		2650516	2651361
1548		2652179	2652955
1549		3194823	3197663
1550		3197686	3198987
1551		3430458	3431582
1552		3430013	3430486
1553		1307040	1308293
1554		1308593	1308889
1555		1305209	1306669
1556		2481777	2482391
1557		2482396	2485989
1558		4328525	4330027
1559		4331970	4333613
1560		4330204	4331295
1561		4331305	4331973
1562		4374898	4375215
1563		2160900	2162303
1564		2162300	2163022
1565		1169741	1173187
1566		1345002	1346936
1567		221614	222645
1568		468095	469867
1569		2927598	2928965
1570		902229	902957
1571		901480	902211
1572		900757	901473
1573		900089	900757
1574		899067	899798
1575		893007	894119
1576		894214	895347
1577		895357	896310
1578		896307	897152
1579		580057	580602
1580		1615052	1616242
1581		1616267	1616932
1582		1618262	1619161
1583		1619356	1620543
1584		1620984	1621874
1585		1622129	1622521
1586		1622797	1623315
1587		2256377	2257318
1588		208621	209580
1589		229167	229970
1590		229967	230881
1591		231122	231922
1592		231926	232549
1593		3380222	3381289
1594		3991762	3992082
1595		2012904	2013899
1596		2013892	2014578
1597		518957	519643
1598		1690914	1692287
1599		2005701	2006114
1600		2006301	2007506
1601		2007503	2007736
1602		3475929	3476519
1603		3475662	3475880
1604		3201332	3202153
1605		817793	818278
1606		2318065	2319891
1607		2319888	2321273
1608		2321469	2322131
1609		2322131	2322781
1610		2322778	2324100
1611		2324131	2325315
1612		3202243	3202611
1613		3202716	3203333
1614		148807	149601
1615		4119780	4120310
1616		791539	793011
1617		149715	150953
1618		2971877	2974036
1619		3341966	3342691
1620		3344195	3344482
1621		3344600	3345091
1622		3816897	3817514
1623		3828480	3830189
1624		3830242	3832560
1625		3832570	3833952
1626		3834976	3836160
1627		3836271	3837194
1628		3838572	3839762
1629		3839973	3840425
1630		3840478	3841812
1631		3841987	3843753
1632		3851945	3853129
1633		3853137	3853634
1634		3853631	3853993
1635		3853983	3854330
1636		3854438	3854887
1637		787020	788060
1638		786066	786818
1639		782389	783108
1640		2140331	2140972
1641		4194926	4195699
1642		483650	484843
1643		480478	483627
1644		3854934	3856427
1645		3856424	3858139
1646		3858306	3859199
1647		3861922	3862638
1648		3865751	3866083
1649		3866085	3867299
1650		3867400	3868464
1651		3868461	3869753
1652		3871018	3871635
1653		3871619	3872497
1654		3872494	3873183
1655		3873461	3874117
1656		3889638	3890813
1657		3890788	3891747
1658		3891904	3892653
1659		3892675	3893241
1660		3893295	3894632
1661		3894797	3895462
1662		3895529	3895996
1663		3896045	3896632
1664		3896694	3897416
1665		3897431	3898600
1666		3926175	3927626
1667		3927620	3929116
1668		3937208	3938635
1669		3938658	3939350
1670		1084215	1085279
1671		1082599	1083870
1672		222833	223408
1673		220968	221621
1674		4194355	4194831
1675		590164	592401
1676		587205	590177
1677		3410825	3411487
1678		1575681	1577366
1679		1573271	1575643
1680		1570431	1573226
1681		147944	148795
1682		146314	146694
1683		146968	147870
1684		145081	146310
1685		3541189	3542067
1686		1978212	1979636
1687		1979611	1980411
1688		1269972	1271072
1689		77621	78799
1690		2033859	2034710
1691		349236	350405
1692		4393608	4394069
1693		4392089	4393636
1694		1326378	1327136
1695		1527946	1528428
1696		1531076	1531309
1697		3759370	3759978
1698		3766200	3766661
1699		3768266	3769402
1700		3769405	3769767
1701		3623702	3624826
1702		529356	530450
1703		526805	527173
1704		2389534	2391063
1705		2398240	2399577
1706		710828	711121
1707		711261	712025
1708		3100155	3100874
1709		4285787	4287223
1710		2752918	2753400
1711		2754181	2755422
1712		2714088	2714471
1713		2712461	2713342
1714		2715513	2716550
1715		2125217	2126338
1716		2124249	2125214
1717		2123767	2124246
1718		2122547	2123770
1719		3076909	3077352
1720		3075493	3076881
1721		2939258	2939653
1722		2938165	2939265
1723		2939672	2940589
1724		4621124	4622140
1725		2576688	2577638
1726		114522	115724
1727		3142176	3143162
1728		3141008	3142186
1729		3139308	3141011
1730		3138814	3139308
1731		3138333	3138821
1732		3137999	3138340
1733		3137738	3137986
1734		1927072	1927731
1735		1928058	1928414
1736		1928481	1928771
1737		1928905	1930083
1738		3044190	3047063
1739		4412298	4413923
1740		4411051	4412214
1741		1058479	1061025
1742		1057307	1058479
1743		2869323	2869802
1744		2867535	2868296
1745		1287005	1287847
1746		1117124	1117699
1747		472190	473476
1748		1362256	1363536
1749		2550374	2551243
1750		3151585	3152244
1751		1532989	1533882
1752		1041253	1043433
1753		4311373	4311822
1754		4038929	4039456
1755		4039438	4040022
1756		4040092	4040361
1757		4040438	4041424
1758		4042222	4043652
1759		4043693	4044625
1760		4049370	4049879
1761		4050068	4051441
1762		4056430	4058253
1763		4058470	4059180
1764		4059188	4060168
1765		4060270	4061535
1766		4062386	4063789
1767		4063832	4065217
1768		4065263	4067299
1769		4067498	4068424
1770		4068538	4069779
1771		4069796	4070674
1772		4070698	4071594
1773		4071762	4072658
1774		4072692	4073477
1775		4073576	4074175
1776		4074169	4075041
1777		4075038	4075475
1778		4075472	4076461
1779		4077320	4077532
1780		4077774	4077992
1781		4079248	4079883
1782		4079880	4080782
1783		4080795	4083845
1784		4084039	4084872
1785		4085025	4086080
1786		4086130	4087878
1787		4087878	4088948
1788		4088938	4090389
1789		4090400	4090846
1790		4091147	4091461
1791		4091471	4092295
1792		4092746	4094005
1793		4094002	4095471
1794		4099713	4100696
1795		4100845	4101519
1796		3511653	3512411
1797		4103843	4104343
1798		4104492	4105394
1799		4109638	4110237
1800		4110338	4110778
1801		4110990	4111289
1802		4111316	4111744
1803		4116538	4116783
1804		4116868	4117353
1805		4117446	4118372
1806		4118439	4119770
1807		4125309	4125917
1808		1498597	1499589
1809		1499586	1500179
1810		1108558	1110093
1811		1110086	1112629
1812		2716757	2717176
1813		3779238	3779711
1814		3652706	3653236
1815		3651984	3652550
1816		2077557	2078615
1817		2078813	2079286
1818		2079405	2080571
1819		2082250	2082477
1820		2082491	2083549
1821		2083728	2085086
1822		2707459	2708034
1823		1412008	1412817
1824		1411757	1411951
1825		1411555	1411764
1826		4134131	4135036
1827		4135063	4135680
1828		4135955	4137058
1829		4137069	4137731
1830		4137743	4140244
1831		4140553	4141632
1832		4141647	4141967
1833		4142018	4144315
1834		4144281	4145159
1835		4145161	4145502
1836		4145489	4146340
1837		4146555	4148288
1838		4196813	4197484
1839		4197527	4198117
1840		4198589	4199284
1841		4199286	4199711
1842		4225754	4227385
1843		4227476	4228165
1844		4228377	4229249
1845		4229382	4229654
1846		4233929	4234171
1847		4234285	4234923
1848		4234920	4235657
1849		4235657	4237753
1850		4257260	4257469
1851		4257511	4258026
1852		4258344	4258598
1853		4258622	4259329
1854		4259737	4260729
1855		4260863	4261105
1856		4267437	4268150
1857		4268261	4268677
1858		4268681	4269037
1859		4272783	4273064
1860		4273494	4275080
1861		4276502	4277851
1862		4278003	4279652
1863		4279806	4281098
1864		4281276	4282925
1865		4282922	4283236
1866		4287268	4287834
1867		4287831	4288502
1868		4288499	4289455
1869		4289535	4291193
1870		4291186	4291569
1871		4291566	4292162
1872		4294459	4295148
1873		4297587	4299053
1874		4299050	4301101
1875		4301101	4302132
1876		4302635	4304620
1877		4304893	4305822
1878		4305806	4306501
1879		4306512	4307492
1880		4307471	4309003
1881		3512404	3513081
1882		3775422	3777077
1883		3777077	3777853
1884		3777850	3779040
1885		3774688	3775050
1886		3773595	3774182
1887		4335191	4335952
1888		1137601	1139244
1889		3436453	3436671
1890		3436727	3437152
1891		3437163	3437531
1892		2511064	2512266
1893		152829	155426
1894		155461	156201
1895		4541751	4542290
1896		2019893	2020630
1897		2020640	2020909
1898		2020917	2021702
1899		2108162	2109043
1900		2107605	2108162
1901		2106361	2107608
1902		2105250	2106353
1903		2104084	2105250
1904		2103089	2104081
1905		2102518	2103108
1906		2101415	2102533
1907		2185402	2186436
1909		2188948	2189667
1910		2189702	2190244
1911		2190537	2190818
1912		2198301	2201933
1913		2201994	2202311
1914		2202618	2203706
1915		2203717	2205996
1916		2205989	2207125
1917		2209247	2209708
1918		2209748	2210218
1919		2210265	2210984
1920		2210981	2212666
1921		2212888	2213619
1922		2213767	2214498
1923		2214503	2215429
1924		2215422	2216579
1925		2216586	2217503
1926		2217714	2220011
1927		2221960	2222892
1928		2223066	2223653
1929		2223823	2224401
1930		2224531	2225292
1931		2227460	2228407
1932		2228646	2229044
1933		2229041	2229736
1934		2230900	2231619
1935		2241932	2242768
1936		2247739	2248788
1937		2249722	2250810
1938		2250917	2252167
1939		2252267	2253208
1940		2253377	2254036
1941		2254107	2255357
1942		2255451	2256389
1943		2261885	2263066
1944		2263472	2264044
1945		2264267	2265733
1946		2270386	2272200
1947		2272201	2273295
1948		2273295	2274320
1949		2274322	2275911
1950		2275915	2276259
1951		2282151	2282378
1952		2277810	2278505
1953		2278654	2280414
1954		2280962	2281969
1955		2282398	2284158
1956		2289380	2290432
1957		2290429	2290986
1958		2290983	2292926
1959		2292923	2293402
1960		2293605	2294342
1961		2294384	2295046
1962		2295043	2295666
1963		2295679	2296281
1964		2296291	2296740
1965		2296737	2297600
1966		2297587	2298282
1967		2298289	2300775
1968		2301025	2301519
1969		2303130	2304776
1970		2304994	2306637
1971		2308501	2309556
1972		16751	16960
1973		3611690	3613264
1974		3613264	3614208
1975		3614205	3615038
1976		3615038	3615802
1977		3615799	3616605
1978		2820161	2820661
1979		2961729	2962199
1980		2402651	2403094
1981		2401973	2402635
1982		2400077	2401867
1983		2399574	2400074
1984		2395461	2398187
1985		2394487	2395464
1986		2393930	2394472
1987		2393364	2393918
1988		2393065	2393367
1989		2391227	2393068
1990		2388070	2389527
1991		75644	77299
1992		3320195	3320527
1993		4446715	4447065
1994		2732325	2733056
1995		2733053	2734033
1996		4373722	4374288
1997		2577658	2579661
1998		3538185	3538412
1999		3538429	3540750
2000		2265851	2266837
2001		2246759	2247640
2002		115714	117099
2003		117109	117549
2004		2828797	2830311
2005		1485259	1486059
2006		2865636	2866775
2007		2756666	2756878
2008		3517487	3518725
2009		4607437	4609026
2010		4606669	4607346
2011		484985	485632
2012		1287897	1288355
2013		1288468	1289373
2014		1289465	1290478
2015		3087777	3088274
2016		2403725	2404663
2017		2424028	2424810
2018		2423252	2423938
2019		727955	728044
2020		4462782	4464203
2021		2963184	2964059
2022		2616893	2618182
2023		2655107	2656957
2024		2656974	2657489
2025		2657585	2657908
2026		2541854	2542645
2027		848433	849320
2028		849673	850188
2029		2159488	2160903
2030		215269	215979
2031		216179	217003
2032		2686815	2687528
2033		1736890	1737822
2034		1737935	1739146
2035		2926251	2927540
2036		2300772	2301035
2037		712781	714421
2038		3345137	3345991
2039		3345988	3346260
2040		3086306	3087700
2041		1669400	1669708
2042		2062503	2063246
2043		2061412	2062491
2044		4492646	4493209
2045		1540696	1542084
2046		1416695	1417183
2047		1416032	1416253
2048		1415862	1416032
2049		1417180	1417335
2050		408332	409243
2051		407401	407685
2052		3433229	3434518
2053		4631820	4632467
2054		973542	974864
2055		971845	972624
2056		972760	973545
2057		418815	420134
2058		2293399	2293608
2059		4613538	4615088
2060		1161108	1161467
2061		3463104	3463565
2062		1417346	1417480
2063		4360756	4361331
2064		4363041	4363379
2065		4361368	4363065
2066		656515	656724
2067		655780	656340
2068		1731778	1732125
2069		452813	453391
2070		451294	452769
2071		3175303	3175932
2072		3174880	3175302
2073		3173447	3174028
2074		3174028	3174855
2075		2964210	2966456
2076		2551247	2552146
2077		2552152	2553204
2078		471822	472160
2079		2748853	2749731
2080		1062078	1062998
2081		1061773	1062078
2082		1061022	1061621
2083		1063259	1064515
2084		712210	712755
2085		1814410	1815159
2086		2145698	2147050
2087		2797672	2798016
2088		4464322	4465269
2089		1639363	1639578
2090		1905250	1905459
2091		1639879	1640091
2092		1904275	1905084
2093		656778	657161
2094		3792952	3793998
2095		3596007	3596390
2096		3603002	3603271
2097		3603274	3603633
2098		3603774	3604400
2099		3604474	3606672
2100		3606774	3607019
2101		3607240	3607905
2102		3607978	3608535
2103		3608539	3609756
2104		3609888	3610937
2105		3610992	3611579
2106		3624826	3627561
2107		3627558	3628625
2108		3628991	3630613
2109		3632864	3633916
2110		3634231	3635433
2111		3635665	3637164
2112		3637408	3637743
2113		3638885	3640354
2114		3640403	3641155
2115		3643408	3644250
2116		3646551	3646904
2117		3646958	3648247
2118		3648260	3648685
2119		3657255	3658412
2120		3658437	3661550
2121		3661913	3662641
2122		3663009	3663833
2123		3665814	3667211
2124		3667615	3669264
2125		3669315	3669917
2126		3670437	3671336
2127		3671385	3672398
2128		3672809	3674131
2129		3674313	3676373
2130		3676443	3677210
2131		3677442	3678371
2132		3678467	3679963
2133		3681653	3683641
2134		3683723	3687196
2135		3687178	3688284
2136		3688291	3690630
2137		3690641	3693259
2138		3694020	3694208
2139		3694481	3696052
2140		3696049	3696240
2141		3696237	3697916
2142		3698586	3699857
2143		3706807	3708498
2144		3708822	3710030
2145		3710259	3710957
2146		3711675	3712115
2147		3714570	3715229
2148		3715333	3716307
2149		3716357	3717067
2150		3723910	3724905
2151		3730224	3731765
2152		3731743	3732924
2153		3739707	3740555
2154		3740756	3741754
2155		3741766	3742233
2156		3742351	3742824
2157		3742827	3744104
2158		3744117	3745103
2159		3745107	3746603
2160		3746600	3747262
2161		3747255	3748115
2162		3748109	3748804
2163		3749151	3749891
2164		3750015	3750989
2165		3750986	3752122
2166		3752128	3752451
2167		3752996	3754534
2168		3754699	3755850
2169		3782214	3782465
2170		3782607	3783038
2171		3783283	3784827
2172		3784861	3786120
2173		3786124	3787083
2174		1073465	1074103
2175		1154347	1154988
2176		1156000	1156797
2177		1350660	1351652
2178		1349852	1350658
2179		1023125	1023571
2180		1025780	1026238
2181		2696781	2697629
2182		4638965	4639651
2183		2653097	2654380
2184		2654558	2654758
2185		112599	113219
2186		111856	112599
2187		111649	111846
2188		129407	131260
2189		131615	134212
2190		137083	138633
2191		142008	142670
2192		142779	143705
2193		143702	144472
2194		144577	145017
2195		2354926	2355825
2196		151003	151599
2197		151626	152231
2198		152243	152812
2199		156299	156883
2200		162105	164534
2201		161501	162031
2202		175107	176528
2203		176610	176954
2204		177001	177624
2205		177662	178462
2206		182463	183620
2207		183709	184095
2208		184257	185069
2209		280053	281207
2210		276980	278026
2211		2706776	2707426
2212		4619792	4621123
2213		4626878	4628545
2214		1364959	1365936
2215		1625541	1626287
2216		3718471	3718623
2217		1995086	1995838
2218		3957555	3957836
2219		3992545	3992748
2220		214833	215255
2221		3556290	3557888
2222		1781055	1782701
2223		992500	993267
2224		751452	752018
2225		2346536	2346790
2226		2980519	2981280
2227		2377370	2378665
2228		3183436	3183987
2229		3482512	3483381
2230		3089156	3089887
2231		597937	601080
2232		1941438	1942223
2233		1850645	1852003
2234		1198902	1200029
2235		3306062	3306946
2236		2929077	2929832
2237		2924330	2925694
2238		3489475	3489642
2239		963543	965807
2240		2524968	2525966
2241		1948856	1949422
2242		1949419	1950237
2243		3544581	3545897
2244		2801524	2802483
2245		4366687	4367163
2246		549662	550555
2247		2311510	2314182
2248		2793696	2794358
2249		2788004	2789272
2250		562553	563068
2251		4536808	4537524
2252		1787637	1787828
2253		1258347	1260026
2254		3206046	3207509
2255		1860040	1860453
2256		773532	773825
2257		2141290	2144607
2258		1003170	1003880
2259		1246919	1248337
2260		1741481	1742854
2261		2641151	2642305
2262		1271342	1271572
2263		1271730	1272425
2264		1272469	1272822
2265		1273007	1274401
2266		829195	829866
2267		865791	866756
2268		2581568	2583547
2269		2580925	2581500
2270		2109101	2110000
2271		2110000	2111085
2272		2464567	2465724
2273		2172619	2173071
2274		2172304	2172588
2275		2170945	2172300
2276		2169857	2170897
2277		2173081	2174343
2278		2174372	2175226
2279		2463323	2464255
2280		837413	837679
2281		836888	837148
2282		387019	387870
2283		1265317	1266150
2284		2165326	2165544
2285		794312	795085
2286		479558	479932
2287		1359935	1360492
2288		1773611	1775206
2289		1324876	1325751
2290		3199229	3199849
2291		196546	197898
2292		2371670	2373025
2293		2374856	2375614
2294		4451606	4452601
2295		4453808	4455181
2296		2746796	2748082
2297		3099829	3100155
2298		1166822	1167361
2299		2713445	2714032
2300		2739382	2739747
2301		1654208	1654768
2302		586314	587204
2303		2445530	2446462
2304		2831934	2833067
2305		1651951	1653165
2306		1650920	1651939
2307		4476496	4476912
2308		505827	506306
2309		2970691	2971884
2310		1566978	1568513
2311		1687876	1689384
2312		4309130	4310065
2313		4310124	4311014
2314		4327383	4328261
2316		4342952	4343581
2317		4347338	4348057
2318		4348054	4349685
2319		4349866	4350096
2320		4350108	4350380
2321		4350607	4350903
2322		4352977	4354434
2323		4367179	4368435
2324		4370832	4371185
2325		4371388	4372257
2326		4372652	4373680
2327		4375212	4375745
2328		4381862	4383364
2329		4383416	4383730
2330		4383727	4384041
2331		4384070	4387393
2332		4388480	4389532
2333		4389627	4390172
2334		4390951	4392090
2335		4402409	4402606
2336		4407298	4408029
2337		4408156	4408557
2338		4408576	4409274
2339		4409325	4409984
2340		4410002	4410400
2341		4410410	4411048
2342		4414464	4414793
2343		4414975	4415724
2344		4415721	4416476
2345		4416584	4417648
2346		4418003	4419400
2347		4419416	4419721
2348		4419731	4420195
2349		4420209	4420859
2350		4420869	4421723
2351		4421723	4422409
2352		4422539	4422814
2353		4424651	4425445
2354		4426102	4426740
2355		4426958	4427578
2356		4427887	4429299
2357		4429344	4430006
2358		4430114	4431079
2359		4431187	4432047
2360		4432136	4432516
2361		4435730	4436668
2362		4436731	4437285
2363		4437610	4437816
2364		4437895	4439238
2365		4440405	4442138
2366		4442135	4445914
2367		4445917	4446258
2368		4447985	4448941
2369		4449081	4450583
2370		4450594	4451619
2371		4414040	4414315
2372		3273304	3274875
2373		4457923	4458387
2374		4468550	4468936
2375		4465648	4468344
2376		4470837	4471232
2377		4471363	4472076
2378		4472147	4472740
2379		4472885	4473337
2380		4473460	4475274
2381		4477057	4477560
2382		4477753	4478949
2383		4484241	4485341
2384		4485341	4486423
2385		4486584	4488086
2386		4488164	4489162
2387		4489229	4490548
2388		4490610	4491374
2389		4491398	4492429
2390		4502081	4503298
2391		4503310	4504428
2392		4518694	4520043
2393		4520150	4522117
2394		4522128	4523033
2395		4523038	4523826
2396		4524129	4524911
2397		4524928	4525560
2398		4525572	4526003
2399		4526134	4526940
2400		4526953	4528266
2401		4528553	4529674
2402		4530460	4531206
2403		4531262	4531807
2404		4534637	4535617
2405		4535682	4536788
2406		4547976	4549319
2407		4553513	4554343
2408		4555016	4555408
2409		4555401	4556312
2410		4556377	4557549
2411		4557562	4558023
2412		4558020	4558703
2413		4558953	4559507
2414		4559520	4560698
2415		4560766	4561626
2416		4561945	4562712
2417		4562722	4563873
2418		4563989	4565269
2419		4565310	4566542
2420		4568185	4569597
2421		4569774	4569938
2422		4577522	4577863
2423		4586899	4587102
2424		4587152	4589302
2425		4591384	4592745
2426		4592960	4593874
2427		4594013	4595035
2428		4595173	4597464
2429		4600111	4600881
2430		4601500	4602225
2431		4602333	4602860
2432		4602898	4603686
2433		4604692	4605723
2434		4610434	4611507
2435		4611504	4612283
2436		4612703	4613566
2437		4631256	4631768
2438		4638425	4638565
2439		4499283	4499612
2440		4517361	4518347
2441		134388	134750
2442		1151162	1152403
2443		2415103	2416623
2444		34781	35371
2445		59687	60346
2446		3378765	3380132
2447		1712401	1713006
2448		3378213	3378611
2449		1056485	1057177
2450		1055484	1056512
2451		1052657	1055401
2452		3341402	3341959
2453		604741	605109
2454		602639	603886
2455		1103174	1103629
2456		1550852	1551862
2457		500786	502462
2458		3717501	3717791
2459		3702794	3703813
2460		3701882	3702784
2461		3700888	3701871
2462		3699887	3700891
2463		3575088	3575615
2464		3575754	3576749
2465		3573744	3575084
2466		2882575	2885241
2467		2022659	2022847
2468		642780	643190
2469		2534408	2535259
2470		2535364	2535738
2471		2112526	2113920
2472		2113931	2115151
2473		1349431	1349784
2474		3170552	3171133
2475		3171164	3171478
2476		1117703	1118269
2477		685152	685892
2478		684478	685152
2479		683753	684478
2480		1129058	1129351
2481		1128637	1129053
2482		552441	553163
2483		1694486	1695076
2484		1689610	1690875
2485		1118691	1119809
2486		1120465	1120710
2487		2371294	2371560
2488		1386329	1386835
2489		1433209	1433643
2490		2794359	2794808
2491		197928	200360
2492		2658339	2659553
2493		1939675	1940607
2494		1861874	1862758
2495		1997609	1998409
2496		2060415	2061347
2497		640662	641090
2498		936595	937206
2499		3039335	3040315
2500		2069563	2072682
2501		1122630	1123277
2502		1112802	1113029
2503		937217	938560
2504		1338582	1339751
2505		631612	632700
2506		1894194	1894772
2507		3203346	3204278
2508		1480279	1480884
2509		3037877	3038398
2510		2821871	2822368
2511		2822513	2823598
2512		686062	686970
2513		682700	683635
2514		948891	949481
2515		1066087	1066314
2516		3096580	3097587
2517		3098926	3099645
2518		2871036	2871359
2519		555255	555776
2520		2026473	2027390
2521		2030408	2031103
2522		2812240	2812755
2523		1544312	1545193
2524		193521	194717
2525		3212989	3213495
2526		3217516	3218895
2527		3218937	3219269
2528		3224256	3225689
2529		3225823	3226893
2530		3226910	3229261
2531		3229687	3231705
2532		3231750	3232166
2533		3232163	3232477
2534		3232761	3233897
2535		3233982	3234485
2536		3234562	3235254
2537		3235333	3236319
2538		3236602	3237567
2539		3237966	3239210
2540		3239215	3239766
2541		3239849	3241336
2542		3241351	3242763
2543		3243126	3244544
2544		3244674	3245450
2545		3245795	3246457
2546		3246461	3246844
2547		3246991	3247359
2548		3247397	3247702
2549		3247705	3248109
2550		3248584	3248976
2551		3249046	3250032
2552		3250326	3250691
2553		3250933	3251289
2554		3251340	3252236
2555		3252341	3253042
2556		3253065	3253229
2557		3253363	3254673
2558		3254701	3256032
2559		3256307	3257671
2560		3257743	3258132
2561		3258146	3260440
2562		3271595	3272929
2563		3275359	3275823
2564		3275878	3276687
2565		3276936	3278216
2566		3278239	3278712
2567		3279998	3281152
2568		3281165	3282025
2569		3282192	3282668
2570		3282707	3283510
2571		3283500	3284291
2572		3284292	3285047
2573		3285448	3286032
2574		3286112	3286807
2575		3286836	3289352
2576		3289363	3290454
2577		3290497	3291357
2578		3291422	3293458
2579		3293416	3293811
2580		3293831	3294421
2581		3294431	3295006
2582		3295120	3296160
2583		3296233	3296868
2584		3296996	3297514
2585		3297494	3297937
2586		3297988	3298290
2587		3298277	3298780
2588		3298774	3299298
2589		3299507	3300502
2590		3300511	3301389
2591		3301470	3302477
2592		3318010	3319635
2593		3325812	3326105
2594		3328604	3329776
2595		3334571	3334825
2596		3334985	3335278
2597		3335278	3335913
2598		3335932	3336483
2599		3336488	3337270
2600		3337278	3338087
2601		3338297	3339274
2602		3339288	3340274
2603		3340295	3340861
2604		3340858	3341433
2605		3346474	3347106
2606		3347103	3347831
2607		3351143	3352072
2608		3360829	3363210
2609		3364948	3365664
2610		3365849	3366976
2611		3367036	3367500
2612		3367497	3368372
2613		3368369	3369058
2614		3371720	3372511
2615		3372891	3374258
2616		3376892	3378019
2617		3383560	3383823
2618		3383879	3384151
2619		3384243	3386210
2620		3386216	3387148
2621		3387156	3387359
2622		3387542	3388471
2623		3388605	3390050
2624		3390480	3394280
2625		489334	489495
2626		3405397	3405639
2627		3410643	3410822
2628		3416412	3416633
2629		3418156	3419337
2630		3419347	3420450
2631		3420458	3421216
2632		3427258	3427812
2633		3427788	3428045
2634		3428865	3429437
2635		3429442	3429984
2636		890136	890423
2637		490106	490483
2638		2087486	2087737
2639		2876591	2876875
2640		2338439	2342191
2641		674241	674723
2642		1398271	1399797
2643		778821	779612
2644		1017708	1018160
2645		2722150	2722473
2646		1494880	1496535
2647		1934676	1935545
2648		1993842	1994066
2649		1977777	1978205
2650		1987275	1987514
2651		1496675	1496899
2652		1912860	1913558
2653		394354	395511
2654		1328441	1328692
2655		719806	720063
2656		1383535	1384596
2657		431536	432075
2658		805221	806504
2659		1029562	1029891
2660		1206724	1207353
2661		3053634	3053963
2662		555884	556096
2663		2740405	2741631
2664		3134685	3136544
2665		3132894	3134393
2666		3457839	3459035
2667		3459045	3459482
2668		3459490	3459999
2669		3451951	3453420
2670		3453600	3454415
2671		3454399	3456351
2672		3456361	3457842
2673		3459996	3460373
2674		3460366	3460953
2675		3460946	3461929
2676		3461944	3463107
2677		3472700	3472987
2678		3472995	3473354
2679		3473354	3473740
2680		3473740	3474462
2681		3474629	3475441
2682		2493667	2494587
2683		3478629	3479183
2684		3479311	3481224
2685		3481224	3482246
2686		3482240	3482458
2687		3484813	3486915
2688		3497470	3497637
2689		3497932	3499269
2690		3499290	3500312
2691		3500362	3501192
2692		3501189	3501974
2693		3502074	3502805
2694		3502957	3504042
2695		3504054	3505358
2696		3505370	3505723
2697		3505734	3506612
2698		3506609	3507835
2699		3507835	3508998
2700		3509082	3509444
2701		3509461	3510366
2702		3518637	3519041
2703		3519031	3519471
2704		3519455	3519994
2705		3519994	3520773
2706		3523611	3524171
2707		3524491	3526626
2708		3526691	3527359
2709		3527370	3527771
2710		3527796	3528674
2711		3528737	3530461
2712		3535407	3537728
2713		3540750	3540986
2714		3542904	3543587
2715		3543646	3544221
2716		1481085	1484987
2717		3553855	3554871
2718		3554875	3556101
2719		2808366	2808701
2720		3573094	3573687
2721		3576973	3577668
2722		3577791	3578828
2723		3579161	3579649
2724		3579886	3581064
2725		3582782	3583066
2726		2470409	2470903
2727		1667723	1668976
2728		3121849	3122253
2729		3213749	3214513
2730		3214801	3215424
2731		3215578	3217098
2732		1956544	1957290
2733		2506483	2507448
2734		2922757	2923302
2735		2830498	2831937
2736		1011224	1012477
2737		1012482	1014122
2738		1322122	1322742
2739		1322770	1324665
2740		3043180	3043923
